Incident_Nr,TimeReported,Activity,Disposition,Location
1.9E+11,12/22/19 15:33,911 Abon/Misdial/Open,TDD Challenged,AXL05198 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/22/19 16:47,Disturbance - Phys/Fight,Arrest,100 Warden Ln
1.9E+11,12/22/19 17:03,Vehicle Theft,Report,1721 S IH 35
1.9E+11,12/22/19 17:56,Theft,Refer To COPR,1050 McKinley Place Dr
1.9E+11,12/22/19 18:05,Theft,Citation Issued,1015 Hwy 80
1.9E+11,12/22/19 18:13,Harassment,Refer To COPR,345 Champions Blvd
1.9E+11,12/22/19 19:59,911 Abon/Misdial/Open,TDD Challenged,AXL00023 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/22/19 19:59,911 Abon/Misdial/Open,TDD Challenged,226 WONDER WORLD - E
1.9E+11,12/22/19 20:46,Burglary - Habitation,Report,650 River Rd
1.9E+11,12/22/19 22:47,Attempt to Locate,Ref oth Agncy,205 NB
1.9E+11,12/23/19 0:42,Trespassing/Unwanted,Citation Issued,1525 Aquarena Springs Dr
1.9E+11,12/23/19 1:30,Disturbance - Noise,Verbal Warning,400 Linda Dr
1.9E+11,12/23/19 3:34,Discharged Firearm,Multiple Arrest,315 Linda Dr
1.9E+11,12/23/19 6:10,Accident - Fatality,Report,208 NB
1.9E+11,12/23/19 7:57,Accident - Major/Injury,Report,1301 Hwy 80
1.9E+11,12/23/19 8:00,Accident - Minor,Citation Issued,205 NB
1.9E+11,12/23/19 8:01,Accident - Minor,Blue Form Issue,1628 Aquarena Springs Dr
1.9E+11,12/23/19 8:51,Accident - Minor,Report,1400 N IH 35
1.9E+11,12/23/19 9:32,Supplement,Citation Issued,2300 S IH 35
1.9E+11,12/23/19 10:27,Criminal Mischief,Refer To COPR,1702 S IH 35
1.9E+11,12/23/19 10:38,Accident - Minor,Blue Form Issue,900 N IH 35
1.9E+11,12/23/19 10:42,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/23/19 10:46,Accident - Minor,Report,205 NB
1.9E+11,12/23/19 11:45,Wanted Person,Report,2300 S IH 35
1.9E+11,12/23/19 12:06,Criminal Mischief,Report,1415 Craddock Ave
1.9E+11,12/23/19 14:16,Accident - Hit and Run,Blue Form Issue,2041 S IH 35
1.9E+11,12/23/19 14:59,Accident - Minor,Ref oth Agncy,198 SB
1.9E+11,12/23/19 15:17,Robbery,Arrest,4015 S IH 35
1.9E+11,12/23/19 15:33,Accident - Minor,Blue Form Issue,E McCarty Ln/E Access Rd
1.9E+11,12/23/19 15:56,Accident - Minor,Blue Form Issue,202 SB
1.9E+11,12/23/19 17:14,Supplement,Report,2300 S IH 35
1.9E+11,12/23/19 17:31,Accident - Minor,Report,690 Centerpoint Rd
1.9E+11,12/23/19 17:48,Accident - Minor,Report,2300 S IH 35
1.9E+11,12/23/19 21:58,Theft,Multiple Arrest,550 Barnes Dr
1.9E+11,12/23/19 23:31,Trespassing/Unwanted,Report,200 Springtown Way
1.9E+11,12/24/19 1:18,Suicidal Person,Ref oth Agncy,
1.9E+11,12/24/19 2:07,Vehicle Theft,Report,2917 Hunter Rd
1.9E+11,12/24/19 2:56,Burglary - Habitation,Report,650 River Rd
1.9E+11,12/24/19 3:04,Disturbance - Phys/Fight,Arrest,729 Oscar Smith St
1.9E+11,12/24/19 5:11,911 Abon/Misdial/Open,TDD Challenged,219 Lookout Ridge Lp
1.9E+11,12/24/19 7:54,Accident - Hit and Run,Blue Form Issue,200 Robbie Ln
1.9E+11,12/24/19 9:59,Narcotics/Information,Verbal Warning,313 N LBJ Dr
1.9E+11,12/24/19 11:48,Accident - Unknown,Report,Centerpoint Rd/E Access Rd
1.9E+11,12/24/19 12:48,Accident - Minor,Blue Form Issue,W Access Rd/Hwy 80
1.9E+11,12/24/19 12:55,Traff/Transport Accident,Fire Call,W Access Rd/Hwy 80
1.9E+11,12/24/19 13:02,Theft,Citation Issued,1015 Hwy 80
1.9E+11,12/24/19 13:06,911 Abon/Misdial/Open,TDD Challenged,5198 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/24/19 13:53,Police Incoming Call,Ref oth Agncy,
1.9E+11,12/24/19 16:52,Theft,Report,3939 S IH 35
1.9E+11,12/24/19 18:34,Disturbance - Phys/Fight,Arrest,110 Saltillo St
1.9E+11,12/24/19 18:45,Robbery,Report,945 Sagewood Trl
1.9E+11,12/24/19 19:09,Assist EMS,Report,705 River Rd
1.9E+11,12/24/19 19:18,Disturbance - Phys/Fight,Report,1321 N IH 35
1.9E+11,12/24/19 20:08,Mental Health Invest,Report,1740 Old Ranch Road 12
1.9E+11,12/24/19 21:29,Suspicious Person,Arrest,801 River Rd
1.9E+11,12/24/19 22:43,Disturbance - Phys/Fight,Detention Juv,732 W MLK Dr
1.9E+11,12/25/19 4:55,Disturbance - Verbal,Arrest,1740 Old Ranch Road 12
1.9E+11,12/25/19 6:19,Disturbance - Phys/Fight,Arrest,600 Wonder World Dr
1.9E+11,12/25/19 6:52,Assault,Arrest,2913 Hunter Rd
1.9E+11,12/25/19 11:15,Attempt to Locate,Verbal Warning,210 SB
1.9E+11,12/25/19 15:28,Accident - Major/Injury,Report,202 NB
1.9E+11,12/25/19 17:20,Welfare Concern,Arrest,1104 Thorpe Ln
1.9E+11,12/25/19 17:55,Police Incoming Call,Ref oth Agncy,606 Owl Hollow Rd
1.9E+11,12/25/19 20:53,Burglary - Habitation,Report,1701 Mill St
1.9E+11,12/25/19 22:45,Suspicious Person,Warning,1200 Hwy 80
1.9E+11,12/25/19 23:45,Disturbance - Noise,Verbal Warning,1624 Aquarena Springs Dr
1.9E+11,12/25/19 23:52,Welfare Concern,Citation Issued,107 First St
1.9E+11,12/26/19 0:30,Missing Person,Report,614 Blanco St
1.9E+11,12/26/19 1:07,Disturbance - Phys/Fight,Arrest,1425 Harper Dr
1.9E+11,12/26/19 1:14,911 Abon/Misdial/Open,Arrest,122 Ridgeway Dr
1.9E+11,12/26/19 3:45,Disturbance - Verbal,Arrest,503 Springtown Way
1.9E+11,12/26/19 4:00,Suicidal Person,Report,1707 Aquarena Springs Dr
1.9E+11,12/26/19 7:38,Assault,Arrest,1425 Harper Dr
1.9E+11,12/26/19 11:09,Accident - Minor,Report,E Access Rd/Hwy 80
1.9E+11,12/26/19 12:24,Sexual Assault - Child,Report,2300 S IH 35
1.9E+11,12/26/19 12:25,Sexual Assault - Child,Report,2300 S IH 35
1.9E+11,12/26/19 12:27,Burglary - Habitation,Report,1655 Mill St
1.9E+11,12/26/19 12:27,Harassment,Report,2300 S IH 35
1.9E+11,12/26/19 12:46,Animal Call,Ref oth Agncy,1500blk Yarrington Rd
1.9E+11,12/26/19 14:03,Suspicious Person,Arrest,100blk W Mimosa Cir
1.9E+11,12/26/19 15:20,Trespassing/Unwanted,Arrest,933 Hwy 80
1.9E+11,12/26/19 16:04,Accident - Minor,Report,204 NB
1.9E+11,12/26/19 17:54,Accident - Minor,Report,205 NB
1.9E+11,12/26/19 18:27,911 Abon/Misdial/Open,TDD Challenged,AXL00752 SW SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/26/19 19:09,Theft,Citation Issued,1015 Hwy 80
1.9E+11,12/26/19 19:32,Sexual Assault - Child,Report,1912 Nevada St
1.9E+11,12/26/19 21:02,Burglary - Habitation,Report,1701 Mill St
1.9E+11,12/26/19 22:14,Theft,Multiple Arrest,1015 Hwy 80
1.9E+11,12/26/19 23:44,Disturbance - Verbal,Arrest,114 Fence Line Dr
1.9E+11,12/27/19 1:00,Public Intoxication,Verbal Warning,111 E San Antonio St
1.9E+11,12/27/19 2:27,Welfare Concern,Ref oth Agncy,2615 Rollings Oaks
1.9E+11,12/27/19 3:03,Disturbance - Noise,Verbal Warning,214 E San Antonio St
1.9E+11,12/27/19 6:56,Accident - Unknown,Blue Form Issue,E Access Rd/Black Pipe
1.9E+11,12/27/19 8:33,Trespassing/Unwanted,Warning,1004 Hwy 123
1.9E+11,12/27/19 8:54,Accident - Minor,Report,210 NB
1.9E+11,12/27/19 11:25,Assault,Report,2300 S IH 35
1.9E+11,12/27/19 12:04,911 Abon/Misdial/Open,TDD Challenged,100 CHICO ST  - SE
1.9E+11,12/27/19 12:40,Theft,Refer To COPR,1001 Leah Ave
1.9E+11,12/27/19 12:48,911 Abon/Misdial/Open,TDD Challenged,AXL00087 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/27/19 13:15,Attempt to Locate,Citation Issued,198 NB
1.9E+11,12/27/19 13:53,Assault,Report,109 Craddock Ave
1.9E+11,12/27/19 13:57,Accident - Minor,Blue Form Issue,900blk N IH 35
1.9E+11,12/27/19 14:15,Assault,Arrest,1201 Christopher St
1.9E+11,12/27/19 15:55,Accident - Minor,Blue Form Issue,Wonder World Dr/Leah Ave
1.9E+11,12/27/19 16:58,Animal Call,Ref oth Agncy,801 Conway Dr
1.9E+11,12/27/19 18:40,Suspicious Person,Verbal Warning,250 Charles Austin Dr
1.9E+11,12/27/19 18:55,Assault,Report,1610 N IH 35
1.9E+11,12/27/19 19:07,Assist Outside Agency,Verbal Warning,909 Hwy 80
1.9E+11,12/27/19 19:12,Trespassing/Unwanted,Verbal Warning,928 Hwy 80
1.9E+11,12/27/19 22:23,Theft,Refer To COPR,1635 Aquarena Springs Dr
1.9E+11,12/27/19 22:33,Suicidal Person,Report,1117 San Marcos Pkwy
1.9E+11,12/27/19 22:59,Narcotics/Information,Ref oth Agncy,652 Mill St
1.9E+11,12/27/19 23:50,Disturbance - Noise,Verbal Warning,1640 Aquarena Springs Dr
1.9E+11,12/28/19 0:30,Accident - Hit and Run,Arrest,304 Lee St
1.9E+11,12/28/19 4:18,Accident - Unknown,Report,Cape Rd/River Rd
1.9E+11,12/28/19 9:03,Suspicious Circumstances,Report,1011 Wonder World Dr
1.9E+11,12/28/19 9:08,911 Abon/Misdial/Open,TDD Challenged,AXL00114 E SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/28/19 10:38,Burglary - Vehicle,Refer To COPR,625 Commercial Lp
1.9E+11,12/28/19 11:53,Accident - Minor,Blue Form Issue,650 E Hopkins St
1.9E+11,12/28/19 12:09,Disturbance - Phys/Fight,Arrest,1701 N IH 35
1.9E+11,12/28/19 12:19,Animal Call,Ref oth Agncy,923 E Bluebonnet Dr
1.9E+11,12/28/19 13:12,Burglary - Vehicle,Refer To COPR,102 Willow Springs Dr
1.9E+11,12/28/19 14:10,911 Abon/Misdial/Open,TDD Challenged,1300 RIVER RD - SECTOR SWSW
1.9E+11,12/28/19 14:29,Disturbance - Phys/Fight,Report,114 Smith Ln
1.9E+11,12/28/19 17:45,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/28/19 18:27,Accident - Minor,Blue Form Issue,1290 Wonder World Dr
1.9E+11,12/28/19 18:29,Attempt to Locate,Arrest,198 NB
1.9E+11,12/28/19 18:32,911 Abon/Misdial/Open,Verbal Warning,1706 N IH 35
1.9E+11,12/28/19 19:53,Disturbance - Noise,Verbal Warning,1348 Thorpe Ln
1.9E+11,12/28/19 20:05,Attempt to Locate,Verbal Warning,210 SB
1.9E+11,12/28/19 21:00,Welfare Concern,Arrest,503 Springtown Way
1.9E+11,12/28/19 22:35,911 Abon/Misdial/Open,TDD Challenged,AXL06065 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/29/19 0:58,Assault - Aggravated,Arrest,1321 N IH 35
1.9E+11,12/29/19 1:08,Burglary - Habitation,Refer To COPR,1250 Sadler Dr
1.9E+11,12/29/19 1:41,Police Incoming Call,Ref oth Agncy,5001 Redwood Rd
1.9E+11,12/29/19 2:26,Suicidal Person,Arrest,1476 E McCarty Ln
1.9E+11,12/29/19 5:02,911 Abon/Misdial/Open,TDD Challenged,AXL00752 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,12/29/19 6:50,911 Abon/Misdial/Open,TDD Challenged,137253 S SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,12/29/19 8:52,Animal Call,Ref oth Agncy,1900blk Pecan St
1.9E+11,12/29/19 10:55,911 Abon/Misdial/Open,TDD Challenged,228 SESSOM - SE
1.9E+11,12/29/19 11:16,Assist Animal Control,Ref oth Agncy,155 Wonder World Dr
1.9E+11,12/29/19 12:13,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.9E+11,12/29/19 14:50,Accident - Unknown,Blue Form Issue,207 NB
1.9E+11,12/29/19 17:01,Theft,Report,1015 Hwy 80
1.9E+11,12/29/19 17:19,Accident - Minor,Report,Hwy 123/E Access Rd
1.9E+11,12/29/19 18:02,911 Abon/Misdial/Open,Ref oth Agncy,1220 CRYSTAL RIVER PKWY - SECTOR SEY - S
1.9E+11,12/29/19 18:44,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/29/19 18:46,Theft,Refer To COPR,4015 S IH 35
1.9E+11,12/29/19 20:24,Animal Call,Ref oth Agncy,1301 Wonder World Dr
1.9E+11,12/29/19 21:03,Property - Lost/Found/Imp,Refer To COPR,1350 N LBJ Dr
1.9E+11,12/29/19 21:28,Disturbance - Phys/Fight,Arrest,1654 Post Rd
1.9E+11,12/30/19 0:15,911 Abon/Misdial/Open,TDD Challenged,4023 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,12/30/19 0:21,Missing Person,Report,872 Sagewood Trl
1.9E+11,12/30/19 1:11,Pedestrian Stop,Verbal Warning,145 E Hopkins St
1.9E+11,12/30/19 1:11,Suspicious Vehicle,Citation Issued,Moon St/University Dr
1.9E+11,12/30/19 1:24,Theft,Multiple Arrest,1711 Old Ranch Road 12
1.9E+11,12/30/19 5:45,Accident - Major/Injury,Report,206 NB
1.9E+11,12/30/19 6:32,911 Abon/Misdial/Open,TDD Challenged,1220 CRYSTAL RIVER PKWY - SECTOR SWY - S
1.9E+11,12/30/19 7:36,Accident - Unknown,Report,210 NB
1.9E+11,12/30/19 7:56,Suspicious Person,Citation Issued,215 Ebony St
1.9E+11,12/30/19 8:00,Burglary - Building,Report,1705 S IH 35
1.9E+11,12/30/19 11:21,Accident - Minor,Report,W Access Rd/E McCarty Ln
1.9E+11,12/30/19 12:25,Theft,Report,1701 Mill St
1.9E+11,12/30/19 12:58,Fraud,Report,1980 Aquarena Springs Dr
1.9E+11,12/30/19 14:06,Viol City Ordinance,Citation Issued,1751 Valencia Way
1.9E+11,12/30/19 15:24,Burglary - Habitation,Arrest,1001 Barbara Dr
1.9E+11,12/30/19 15:36,Accident - Minor,Report,199 SB
1.9E+11,12/30/19 16:08,Public Assist,Refer To COPR,2300 S IH 35
1.9E+11,12/30/19 16:14,Theft,Report,1433 N IH 35
1.9E+11,12/30/19 16:41,Harassment,Refer To COPR,2300 S IH 35
1.9E+11,12/30/19 16:59,Suspicious Vehicle,Red Tagged,613 McGehee St
1.9E+11,12/30/19 17:38,Theft,Report,4015 S IH 35
1.9E+11,12/30/19 17:59,Theft,Report,4015 S IH 35
1.9E+11,12/30/19 18:11,Accident - Minor,Report,2617 S IH 35
1.9E+11,12/30/19 18:14,Theft,Refer To COPR,3939 S IH 35
1.9E+11,12/30/19 19:13,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,12/30/19 21:50,Disturbance - Phys/Fight,Report,1141 Lago Vista
1.9E+11,12/31/19 0:37,Welfare Concern,Report,903 Hillyer St
1.9E+11,12/31/19 2:25,Criminal Mischief,Warning,1015 Hwy 80
1.9E+11,12/31/19 3:57,Accident - Unknown,Report,206 NB
1.9E+11,12/31/19 10:25,Assault,Arrest,2300 S IH 35
1.9E+11,12/31/19 12:01,Theft,Report,3936 S IH 35
1.9E+11,12/31/19 12:49,Accident - Minor,Blue Form Issue,1941 S IH 35
1.9E+11,12/31/19 12:51,Accident - Minor,Blue Form Issue,E Access Rd/Centerpoint Rd
1.9E+11,12/31/19 13:34,Viol City Ordinance,Citation Issued,170 Charles Austin Dr
1.9E+11,12/31/19 13:46,Viol City Ordinance,Citation Issued,215 W MLK Dr
1.9E+11,12/31/19 14:30,Disturbance - Phys/Fight,Report,1701 N IH 35
1.9E+11,12/31/19 15:22,Wanted Person,Arrest,W Access Rd/S Guadalupe St
1.9E+11,12/31/19 16:07,Suspicious Circumstances,Arrest,300 Knox St
1.9E+11,12/31/19 18:30,Accident - Minor,Report,1321 N IH 35
1.9E+11,12/31/19 18:36,Fireworks,Verbal Warning,200 Ebony St
1.9E+11,12/31/19 19:30,Suspicious Vehicle,Arrest,1200 Hwy 80
1.9E+11,12/31/19 20:35,Disturbance - Phys/Fight,Arrest,1534 W Hopkins St
1.9E+11,12/31/19 20:38,Fireworks,Verbal Warning,Linden Ln/Monterrey Oak
1.9E+11,12/31/19 21:30,Fireworks,Verbal Warning,1000blk Bandera St
1.9E+11,12/31/19 21:45,Fireworks,Verbal Warning,108 Werner Dr
1.9E+11,12/31/19 22:17,Fireworks,Verbal Warning,1800 Post Rd
1.9E+11,12/31/19 22:18,Fireworks,Verbal Warning,N Bishop St/Hazelton St
1.9E+11,12/31/19 22:46,Fireworks,Verbal Warning,1000blk Bandera St
1.9E+11,12/31/19 22:52,Disturbance - Noise,Verbal Warning,1002 N Bishop St
1.9E+11,12/31/19 23:29,Fireworks,Verbal Warning,109 Craddock Ave
1.9E+11,12/31/19 23:37,Disturbance - Noise,Verbal Warning,512 Craddock Ave
